"2015-06-11";"05:58:41";"WinControl (rev 848) report file"
"Datetime";"Time (abs/ms)";"Time (rel/ms)";"Date";"Time";"Type";"No.";"1:Mark";"1:F";"1:Fm'";"1:PAR";"1:Temp";"1:Y (II)";"1:ETR";"1:Fo'";"1:ETR-F.";"1:Depth";"1:qP";"1:qN";"1:qL";"1:NPQ";"1:Y (NO)";"1:Y (NPQ)";"1:Fo";"1:Fm";"1:Fv/Fm"
"2015-06-10 12:42:04.001";"1433965324001";"7359002";"2015-06-10";"12:42:04";"SLCE";"";"Light Curve end ";""
"2015-06-10 12:45:22.999";"1433965522999";"7558000";"2015-06-10";"12:45:22";"SLCS";"";"Light Curve start ";""
"2015-06-10 12:45:22.999";"1433965522999";"7558000";"2015-06-10";"12:45:22";"REG1";"";"#1: alpha: 0.161, ETRm: 120.000, Ik: 744.533   ( beta: 0.579, ETRmPot: 1331.546 ) ";""
"2015-06-10 12:45:22.999";"1433965522999";"7558000";"2015-06-10";"12:45:22";"REG2";"";"#1: alpha: 0.143, ETRm: 113.262, Ik: 791.451 ";""
"2015-06-10 12:45:23.000";"1433965523000";"7558001";"2015-06-10";"12:45:23";"FO";"179";"l";"1222";"2172";"1";"29.0";"0.437";"0.2";"-";"0.84";"1.0";"-";"-";"-";"-";"-";"-";"1222";"2172";"0.437"
"2015-06-10 12:45:43.000";"1433965543000";"7578001";"2015-06-10";"12:45:43";"F";"180";"B";"1081";"1338";"335";"29.0";"0.192";"27.0";"905";"0.84";"1.0";"0.594";"0.544";"0.497";"0.623";"0.498";"0.310";"1222";"2172";"0.437"
"2015-06-10 12:46:02.000";"1433965562000";"7597001";"2015-06-10";"12:46:02";"F";"181";"B";"868";"1178";"486";"29.0";"0.263";"53.7";"829";"0.84";"1.0";"0.888";"0.633";"0.848";"0.844";"0.400";"0.337";"1222";"2172";"0.437"
"2015-06-10 12:46:22.000";"1433965582000";"7617001";"2015-06-10";"12:46:22";"F";"182";"B";"882";"1242";"652";"29.0";"0.290";"79.4";"860";"0.84";"1.0";"0.942";"0.598";"0.919";"0.749";"0.406";"0.304";"1222";"2172";"0.437"
"2015-06-10 12:46:41.000";"1433965601000";"7636001";"2015-06-10";"12:46:41";"F";"183";"B";"826";"1134";"975";"29.0";"0.272";"111.4";"807";"0.84";"1.0";"0.942";"0.656";"0.920";"0.915";"0.380";"0.348";"1222";"2172";"0.437"
"2015-06-10 12:47:01.000";"1433965621000";"7656001";"2015-06-10";"12:47:01";"F";"184";"B";"714";"910";"1302";"29.0";"0.215";"117.6";"686";"0.84";"1.0";"0.875";"0.764";"0.841";"1.387";"0.329";"0.456";"1222";"2172";"0.437"
"2015-06-10 12:47:21.000";"1433965641000";"7676001";"2015-06-10";"12:47:21";"F";"185";"B";"607";"717";"1803";"29.0";"0.153";"115.9";"571";"0.84";"1.1";"0.753";"0.846";"0.708";"2.029";"0.279";"0.568";"1222";"2172";"0.437"
"2015-06-10 12:47:40.000";"1433965660000";"7695001";"2015-06-10";"12:47:40";"F";"186";"B";"573";"633";"2632";"29.0";"0.095";"105.0";"516";"0.84";"1.1";"0.513";"0.877";"0.462";"2.431";"0.264";"0.641";"1222";"2172";"0.437"
"2015-06-10 12:48:00.000";"1433965680000";"7715001";"2015-06-10";"12:48:00";"F";"187";"B";"563";"602";"3711";"29.0";"0.065";"101.3";"495";"0.84";"1.1";"0.364";"0.887";"0.320";"2.608";"0.259";"0.676";"1222";"2172";"0.437"
"2015-06-10 12:48:00.001";"1433965680001";"7715002";"2015-06-10";"12:48:00";"SLCE";"";"Light Curve end ";""
"2015-06-10 12:52:49.998";"1433965969998";"8004999";"2015-06-10";"12:52:49";"C";"";"MI=8;SI=8;SW=0.8;AI=5;AW=0:20;AF=1.20;G=6;D=2;EF=0.84;FO=95;CW=0:30;CI=1;LW=0:20;LI=2;ID=0:40;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.00 ";""
"2015-06-10 12:52:49.999";"1433965969999";"8005000";"2015-06-10";"12:52:49";"SLCS";"";"Light Curve start ";""
"2015-06-10 12:52:49.999";"1433965969999";"8005000";"2015-06-10";"12:52:49";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.003, ETRmPot: 45.391 ) ";""
"2015-06-10 12:52:49.999";"1433965969999";"8005000";"2015-06-10";"12:52:49";"REG2";"";"#1: alpha: 0.074, ETRm: 50.843, Ik: 690.111 ";""
"2015-06-10 12:52:50.000";"1433965970000";"8005001";"2015-06-10";"12:52:50";"FO";"189";"l";"476";"837";"1";"29.0";"0.431";"0.2";"-";"0.84";"1.0";"-";"-";"-";"-";"-";"-";"476";"837";"0.431"
"2015-06-10 12:53:10.000";"1433965990000";"8025001";"2015-06-10";"12:53:10";"F";"190";"B";"433";"550";"154";"29.0";"0.213";"13.8";"367";"0.84";"1.0";"0.639";"0.493";"0.542";"0.522";"0.517";"0.270";"476";"837";"0.431"
"2015-06-10 12:53:30.000";"1433966010000";"8045001";"2015-06-10";"12:53:30";"F";"191";"B";"358";"425";"335";"29.0";"0.158";"22.2";"307";"0.84";"1.0";"0.568";"0.673";"0.487";"0.969";"0.428";"0.414";"476";"837";"0.431"
"2015-06-10 12:53:49.000";"1433966029000";"8064001";"2015-06-10";"12:53:49";"F";"192";"B";"288";"340";"486";"29.0";"0.153";"31.2";"260";"0.84";"1.0";"0.650";"0.778";"0.587";"1.462";"0.344";"0.503";"476";"837";"0.431"
"2015-06-10 12:54:09.000";"1433966049000";"8084001";"2015-06-10";"12:54:09";"F";"193";"B";"263";"303";"652";"29.0";"0.132";"36.1";"238";"0.84";"1.0";"0.615";"0.820";"0.557";"1.762";"0.314";"0.554";"476";"837";"0.431"
"2015-06-10 12:54:28.000";"1433966068000";"8103001";"2015-06-10";"12:54:28";"F";"194";"B";"229";"259";"975";"31.0";"0.116";"47.5";"210";"0.84";"1.0";"0.612";"0.864";"0.561";"2.232";"0.274";"0.610";"476";"837";"0.431"
"2015-06-10 12:54:48.000";"1433966088000";"8123001";"2015-06-10";"12:54:48";"F";"195";"B";"214";"234";"1302";"29.0";"0.085";"46.5";"193";"0.84";"1.1";"0.488";"0.886";"0.440";"2.577";"0.256";"0.659";"476";"837";"0.431"
"2015-06-10 12:55:08.000";"1433966108000";"8143001";"2015-06-10";"12:55:08";"F";"196";"B";"199";"212";"1803";"29.0";"0.061";"46.2";"178";"0.84";"1.1";"0.382";"0.906";"0.342";"2.948";"0.238";"0.701";"476";"837";"0.431"
"2015-06-10 12:55:27.000";"1433966127000";"8162001";"2015-06-10";"12:55:27";"F";"197";"B";"191";"201";"2632";"29.0";"0.050";"55.3";"170";"0.84";"1.1";"0.323";"0.914";"0.287";"3.164";"0.228";"0.722";"476";"837";"0.431"
"2015-06-10 12:55:27.001";"1433966127001";"8162002";"2015-06-10";"12:55:27";"SLCE";"";"Light Curve end ";""
"2015-06-10 12:57:05.998";"1433966225998";"8260999";"2015-06-10";"12:57:05";"C";"";"MI=8;SI=8;SW=0.8;AI=5;AW=0:20;AF=1.20;G=6;D=2;EF=0.84;FO=95;CW=0:30;CI=1;LW=0:20;LI=3;ID=0:40;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.00 ";""
"2015-06-10 12:57:05.999";"1433966225999";"8261000";"2015-06-10";"12:57:05";"SLCS";"";"Light Curve start ";""
"2015-06-10 12:57:05.999";"1433966225999";"8261000";"2015-06-10";"12:57:05";"REG1";"";"#1: alpha: 0.060, ETRm: 38.947, Ik: 649.822   ( beta: 1.224, ETRmPot: 2214.782 ) ";""
"2015-06-10 12:57:05.999";"1433966225999";"8261000";"2015-06-10";"12:57:05";"REG2";"";"#1: alpha: 0.053, ETRm: 35.616, Ik: 675.274 ";""
"2015-06-10 12:57:06.000";"1433966226000";"8261001";"2015-06-10";"12:57:06";"FO";"199";"l";"396";"709";"1";"29.0";"0.441";"0.2";"-";"0.84";"1.1";"-";"-";"-";"-";"-";"-";"396";"709";"0.441"
"2015-06-10 12:57:25.000";"1433966245000";"8280001";"2015-06-10";"12:57:25";"F";"200";"B";"366";"403";"335";"29.0";"0.092";"12.9";"278";"0.84";"1.1";"0.296";"0.601";"0.225";"0.759";"0.516";"0.392";"396";"709";"0.441"
"2015-06-10 12:57:44.000";"1433966264000";"8299001";"2015-06-10";"12:57:44";"F";"201";"B";"316";"351";"486";"29.0";"0.100";"20.4";"252";"0.84";"1.1";"0.354";"0.684";"0.282";"1.020";"0.446";"0.454";"396";"709";"0.441"
"2015-06-10 12:58:04.000";"1433966284000";"8319001";"2015-06-10";"12:58:04";"F";"202";"B";"284";"314";"652";"29.0";"0.096";"26.3";"233";"0.84";"1.1";"0.370";"0.741";"0.304";"1.258";"0.401";"0.503";"396";"709";"0.441"
"2015-06-10 12:58:23.000";"1433966303000";"8338001";"2015-06-10";"12:58:23";"F";"203";"B";"269";"294";"975";"29.0";"0.085";"34.8";"221";"0.84";"1.1";"0.342";"0.767";"0.281";"1.412";"0.379";"0.536";"396";"709";"0.441"
"2015-06-10 12:58:43.000";"1433966323000";"8358001";"2015-06-10";"12:58:43";"F";"204";"B";"253";"274";"1302";"29.0";"0.077";"42.1";"210";"0.84";"1.1";"0.328";"0.796";"0.272";"1.588";"0.357";"0.566";"396";"709";"0.441"
"2015-06-10 12:59:03.000";"1433966343000";"8378001";"2015-06-10";"12:59:03";"F";"205";"B";"251";"264";"1803";"29.0";"0.049";"37.1";"204";"0.84";"1.1";"0.217";"0.808";"0.176";"1.686";"0.354";"0.597";"396";"709";"0.441"
"2015-06-10 12:59:22.000";"1433966362000";"8397001";"2015-06-10";"12:59:22";"F";"206";"B";"240";"248";"2632";"30.0";"0.032";"35.4";"194";"0.84";"1.1";"0.148";"0.827";"0.120";"1.859";"0.339";"0.629";"396";"709";"0.441"
"2015-06-10 12:59:42.000";"1433966382000";"8417001";"2015-06-10";"12:59:42";"F";"207";"B";"225";"229";"3711";"30.0";"0.017";"26.5";"182";"0.84";"1.1";"0.085";"0.850";"0.069";"2.096";"0.317";"0.666";"396";"709";"0.441"
"2015-06-10 12:59:42.001";"1433966382001";"8417002";"2015-06-10";"12:59:42";"SLCE";"";"Light Curve end ";""
"2015-06-10 13:07:44.998";"1433966864998";"8899999";"2015-06-10";"13:07:44";"C";"";"MI=8;SI=8;SW=0.8;AI=5;AW=0:20;AF=1.20;G=6;D=2;EF=0.84;FO=95;CW=0:30;CI=1;LW=0:20;LI=2;ID=0:40;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.00 ";""
"2015-06-10 13:07:44.999";"1433966864999";"8900000";"2015-06-10";"13:07:44";"SLCS";"";"Light Curve start ";""
"2015-06-10 13:07:44.999";"1433966864999";"8900000";"2015-06-10";"13:07:44";"REG1";"";"#1: alpha: - , ETRm: - , Ik: -   ( beta: - 0.006, ETRmPot: 31.377 ) ";""
"2015-06-10 13:07:44.999";"1433966864999";"8900000";"2015-06-10";"13:07:44";"REG2";"";"#1: alpha: 0.090, ETRm: 42.090, Ik: 468.094 ";""
"2015-06-10 13:07:45.000";"1433966865000";"8900001";"2015-06-10";"13:07:45";"FO";"209";"l";"357";"541";"1";"29.0";"0.340";"0.1";"-";"0.84";"1.0";"-";"-";"-";"-";"-";"-";"357";"541";"0.340"
"2015-06-10 13:08:04.000";"1433966884000";"8919001";"2015-06-10";"13:08:04";"F";"210";"B";"273";"322";"154";"29.0";"0.152";"9.8";"246";"0.84";"1.0";"0.645";"0.587";"0.581";"0.680";"0.505";"0.343";"357";"541";"0.340"
"2015-06-10 13:08:23.000";"1433966903000";"8938001";"2015-06-10";"13:08:23";"F";"211";"B";"259";"349";"335";"29.0";"0.258";"36.3";"262";"0.84";"1.0";"1.034";"0.527";"1.046";"0.550";"0.479";"0.263";"357";"541";"0.340"
"2015-06-10 13:08:43.000";"1433966923000";"8958001";"2015-06-10";"13:08:43";"F";"212";"B";"234";"260";"486";"29.0";"0.100";"20.4";"208";"0.84";"1.0";"0.500";"0.717";"0.444";"1.081";"0.433";"0.467";"357";"541";"0.340"
"2015-06-10 13:09:03.000";"1433966943000";"8978001";"2015-06-10";"13:09:03";"F";"213";"B";"197";"236";"652";"30.0";"0.165";"45.2";"193";"0.84";"1.0";"0.907";"0.766";"0.889";"1.292";"0.364";"0.471";"357";"541";"0.340"
"2015-06-10 13:09:22.000";"1433966962000";"8997001";"2015-06-10";"13:09:22";"F";"214";"B";"185";"202";"975";"30.0";"0.084";"34.4";"169";"0.84";"1.0";"0.515";"0.821";"0.470";"1.678";"0.342";"0.574";"357";"541";"0.340"
"2015-06-10 13:09:42.000";"1433966982000";"9017001";"2015-06-10";"13:09:42";"F";"215";"B";"173";"186";"1302";"30.0";"0.070";"38.3";"158";"0.84";"1.0";"0.464";"0.848";"0.424";"1.909";"0.320";"0.610";"357";"541";"0.340"
"2015-06-10 13:10:01.000";"1433967001000";"9036001";"2015-06-10";"13:10:01";"F";"216";"B";"153";"161";"1803";"29.0";"0.050";"37.9";"140";"0.84";"1.1";"0.381";"0.886";"0.349";"2.360";"0.283";"0.667";"357";"541";"0.340"
"2015-06-10 13:10:21.000";"1433967021000";"9056001";"2015-06-10";"13:10:21";"F";"217";"B";"138";"145";"2632";"29.0";"0.048";"53.1";"127";"0.84";"1.1";"0.389";"0.902";"0.358";"2.731";"0.255";"0.697";"357";"541";"0.340"
"2015-06-10 13:10:21.001";"1433967021001";"9056002";"2015-06-10";"13:10:21";"SLCE";"";"Light Curve end ";""
"2015-06-10 13:15:33.998";"1433967333998";"9368999";"2015-06-10";"13:15:33";"C";"";"MI=8;SI=8;SW=0.8;AI=5;AW=0:20;AF=1.20;G=6;D=2;EF=0.84;FO=95;CW=0:30;CI=1;LW=0:20;LI=3;ID=0:40;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.00 ";""
"2015-06-10 13:15:33.999";"1433967333999";"9369000";"2015-06-10";"13:15:33";"SLCS";"";"Light Curve start ";""
"2015-06-10 13:15:34.000";"1433967334000";"9369001";"2015-06-10";"13:15:34";"FO";"219";"l";"727";"1750";"1";"29.0";"0.585";"0.2";"-";"0.84";"1.0";"-";"-";"-";"-";"-";"-";"727";"1750";"0.585"
"2015-06-10 13:15:53.000";"1433967353000";"9388001";"2015-06-10";"13:15:53";"F";"220";"B";"803";"1103";"335";"29.0";"0.272";"38.3";"585";"0.84";"1.0";"0.579";"0.494";"0.422";"0.587";"0.459";"0.269";"727";"1750";"0.585"
"2015-06-10 13:16:12.000";"1433967372000";"9407001";"2015-06-10";"13:16:12";"F";"221";"B";"678";"950";"486";"29.0";"0.286";"58.4";"539";"0.84";"1.0";"0.662";"0.598";"0.526";"0.842";"0.387";"0.327";"727";"1750";"0.585"
"2015-06-10 13:16:32.000";"1433967392000";"9427001";"2015-06-10";"13:16:32";"F";"222";"B";"616";"848";"652";"29.0";"0.274";"75.0";"504";"0.84";"1.0";"0.674";"0.664";"0.551";"1.064";"0.352";"0.374";"727";"1750";"0.585"
"2015-06-10 13:16:52.000";"1433967412000";"9447001";"2015-06-10";"13:16:52";"F";"223";"B";"580";"752";"975";"29.0";"0.229";"93.8";"469";"0.84";"1.1";"0.608";"0.723";"0.492";"1.327";"0.331";"0.440";"727";"1750";"0.585"
"2015-06-10 13:17:11.000";"1433967431000";"9466001";"2015-06-10";"13:17:11";"F";"224";"B";"546";"682";"1302";"29.0";"0.199";"108.8";"440";"0.84";"1.1";"0.562";"0.763";"0.453";"1.566";"0.312";"0.489";"727";"1750";"0.585"
"2015-06-10 13:17:31.000";"1433967451000";"9486001";"2015-06-10";"13:17:31";"F";"225";"B";"520";"616";"1803";"29.0";"0.156";"118.1";"412";"0.84";"1.1";"0.471";"0.801";"0.373";"1.841";"0.297";"0.547";"727";"1750";"0.585"
"2015-06-10 13:17:50.000";"1433967470000";"9505001";"2015-06-10";"13:17:50";"F";"226";"B";"493";"559";"2632";"29.0";"0.118";"130.4";"386";"0.84";"1.1";"0.382";"0.831";"0.299";"2.131";"0.282";"0.600";"727";"1750";"0.585"
"2015-06-10 13:18:10.000";"1433967490000";"9525001";"2015-06-10";"13:18:10";"F";"227";"B";"464";"501";"3711";"29.0";"0.074";"115.3";"357";"0.84";"1.1";"0.257";"0.859";"0.198";"2.493";"0.265";"0.661";"727";"1750";"0.585"
"2015-06-10 13:18:10.001";"1433967490001";"9525002";"2015-06-10";"13:18:10";"SLCE";"";"Light Curve end ";""
"2015-06-10 13:19:38.998";"1433967578998";"9613999";"2015-06-10";"13:19:38";"C";"";"MI=8;SI=8;SW=0.8;AI=5;AW=0:20;AF=1.20;G=6;D=2;EF=0.84;FO=95;CW=0:30;CI=1;LW=0:20;LI=2;ID=0:40;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.00 ";""
"2015-06-10 13:19:38.999";"1433967578999";"9614000";"2015-06-10";"13:19:38";"SLCS";"";"Light Curve start ";""
"2015-06-10 13:19:39.000";"1433967579000";"9614001";"2015-06-10";"13:19:39";"FO";"229";"l";"1431";"2861";"1";"29.0";"0.500";"0.2";"-";"0.84";"1.1";"-";"-";"-";"-";"-";"-";"1431";"2861";"0.500"
"2015-06-10 13:19:58.000";"1433967598000";"9633001";"2015-06-10";"13:19:58";"F";"230";"B";"1475";"2209";"154";"29.0";"0.332";"21.5";"1247";"0.84";"1.1";"0.763";"0.327";"0.645";"0.295";"0.516";"0.152";"1431";"2861";"0.500"
"2015-06-10 13:20:17.000";"1433967617000";"9652001";"2015-06-10";"13:20:17";"F";"231";"B";"1168";"1901";"335";"29.0";"0.386";"54.3";"1142";"0.84";"1.1";"0.966";"0.469";"0.944";"0.505";"0.408";"0.206";"1431";"2861";"0.500"
"2015-06-10 13:20:37.000";"1433967637000";"9672001";"2015-06-10";"13:20:37";"F";"232";"B";"1251";"2046";"486";"29.0";"0.389";"79.4";"1193";"0.84";"1.1";"0.932";"0.403";"0.889";"0.398";"0.437";"0.174";"1431";"2861";"0.500"
"2015-06-10 13:20:57.000";"1433967657000";"9692001";"2015-06-10";"13:20:57";"F";"233";"B";"1287";"2032";"652";"29.0";"0.367";"100.5";"1188";"0.84";"1.1";"0.883";"0.410";"0.815";"0.408";"0.450";"0.183";"1431";"2861";"0.500"
"2015-06-10 13:21:16.000";"1433967676000";"9711001";"2015-06-10";"13:21:16";"F";"234";"B";"1086";"1536";"975";"29.0";"0.293";"120.0";"1000";"0.84";"1.1";"0.840";"0.625";"0.773";"0.863";"0.380";"0.327";"1431";"2861";"0.500"
"2015-06-10 13:21:36.000";"1433967696000";"9731001";"2015-06-10";"13:21:36";"F";"235";"B";"912";"1175";"1302";"29.0";"0.224";"122.5";"833";"0.84";"1.1";"0.769";"0.761";"0.702";"1.435";"0.319";"0.457";"1431";"2861";"0.500"
"2015-06-10 13:21:55.000";"1433967715000";"9750001";"2015-06-10";"13:21:55";"F";"236";"B";"828";"992";"1803";"29.0";"0.165";"124.9";"737";"0.84";"1.1";"0.643";"0.822";"0.572";"1.884";"0.289";"0.546";"1431";"2861";"0.500"
"2015-06-10 13:22:15.000";"1433967735000";"9770001";"2015-06-10";"13:22:15";"F";"237";"B";"820";"912";"2632";"29.0";"0.101";"111.6";"692";"0.84";"1.1";"0.418";"0.846";"0.353";"2.137";"0.287";"0.612";"1431";"2861";"0.500"
"2015-06-10 13:22:15.001";"1433967735001";"9770002";"2015-06-10";"13:22:15";"SLCE";"";"Light Curve end ";""
"2015-06-10 13:24:57.998";"1433967897998";"9932999";"2015-06-10";"13:24:57";"C";"";"MI=8;SI=8;SW=0.8;AI=5;AW=0:20;AF=1.20;G=6;D=2;EF=0.84;FO=95;CW=0:30;CI=1;LW=0:20;LI=3;ID=0:40;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.00 ";""
"2015-06-10 13:24:57.999";"1433967897999";"9933000";"2015-06-10";"13:24:57";"SLCS";"";"Light Curve start ";""
"2015-06-10 13:24:58.000";"1433967898000";"9933001";"2015-06-10";"13:24:58";"FO";"239";"l";"797";"1774";"1";"29.0";"0.551";"0.2";"-";"0.84";"1.1";"-";"-";"-";"-";"-";"-";"797";"1774";"0.551"
"2015-06-10 13:25:16.000";"1433967916000";"9951001";"2015-06-10";"13:25:16";"F";"240";"B";"843";"1059";"335";"29.0";"0.204";"28.7";"612";"0.84";"1.1";"0.483";"0.542";"0.351";"0.675";"0.475";"0.321";"797";"1774";"0.551"
"2015-06-10 13:25:36.000";"1433967936000";"9971001";"2015-06-10";"13:25:36";"F";"241";"B";"698";"903";"486";"29.0";"0.227";"46.3";"556";"0.84";"1.1";"0.591";"0.645";"0.471";"0.965";"0.393";"0.380";"797";"1774";"0.551"
"2015-06-10 13:25:55.000";"1433967955000";"9990001";"2015-06-10";"13:25:55";"F";"242";"B";"618";"801";"652";"29.0";"0.228";"62.4";"516";"0.84";"1.1";"0.642";"0.708";"0.536";"1.215";"0.348";"0.424";"797";"1774";"0.551"
"2015-06-10 13:26:15.000";"1433967975000";"10010001";"2015-06-10";"13:26:15";"F";"243";"B";"582";"718";"975";"29.0";"0.189";"77.4";"480";"0.84";"1.1";"0.571";"0.756";"0.471";"1.471";"0.328";"0.483";"797";"1774";"0.551"
"2015-06-10 13:26:35.000";"1433967995000";"10030001";"2015-06-10";"13:26:35";"F";"244";"B";"543";"648";"1302";"29.0";"0.162";"88.6";"448";"0.84";"1.1";"0.525";"0.795";"0.433";"1.738";"0.306";"0.532";"797";"1774";"0.551"
"2015-06-10 13:26:54.000";"1433968014000";"10049001";"2015-06-10";"13:26:54";"F";"245";"B";"503";"580";"1803";"29.0";"0.133";"100.7";"414";"0.84";"1.1";"0.464";"0.830";"0.382";"2.059";"0.284";"0.583";"797";"1774";"0.551"
"2015-06-10 13:27:14.000";"1433968034000";"10069001";"2015-06-10";"13:27:14";"F";"246";"B";"470";"518";"2632";"29.0";"0.093";"102.8";"381";"0.84";"1.1";"0.350";"0.860";"0.284";"2.425";"0.265";"0.642";"797";"1774";"0.551"
"2015-06-10 13:27:33.000";"1433968053000";"10088001";"2015-06-10";"13:27:33";"F";"247";"B";"457";"493";"3711";"29.0";"0.073";"113.8";"368";"0.84";"1.1";"0.288";"0.872";"0.232";"2.598";"0.258";"0.669";"797";"1774";"0.551"
"2015-06-10 13:27:33.001";"1433968053001";"10088002";"2015-06-10";"13:27:33";"SLCE";"";"Light Curve end ";""
"2015-06-10 13:32:10.998";"1433968330998";"10365999";"2015-06-10";"13:32:10";"C";"";"MI=8;SI=8;SW=0.8;AI=5;AW=0:20;AF=1.20;G=6;D=2;EF=0.84;FO=95;CW=0:30;CI=1;LW=0:20;LI=2;ID=0:40;IW=0:20;DO0.0;DG1.00;LO=0;LG=1.00 ";""
"2015-06-10 13:32:10.999";"1433968330999";"10366000";"2015-06-10";"13:32:10";"SLCS";"";"Light Curve start ";""
"2015-06-10 13:32:11.000";"1433968331000";"10366001";"2015-06-10";"13:32:11";"FO";"249";"l";"1429";"2647";"1";"29.0";"0.460";"0.2";"-";"0.84";"1.1";"-";"-";"-";"-";"-";"-";"1429";"2647";"0.460"
"2015-06-10 13:32:29.000";"1433968349000";"10384001";"2015-06-10";"13:32:29";"F";"250";"B";"1440";"1931";"154";"29.0";"0.254";"16.4";"1191";"0.84";"1.1";"0.664";"0.392";"0.549";"0.371";"0.544";"0.202";"1429";"2647";"0.460"
"2015-06-10 13:32:49.000";"1433968369000";"10404001";"2015-06-10";"13:32:49";"F";"251";"B";"1137";"1576";"335";"29.0";"0.279";"39.3";"1045";"0.84";"1.1";"0.827";"0.564";"0.760";"0.680";"0.430";"0.291";"1429";"2647";"0.460"
"2015-06-10 13:33:09.000";"1433968389000";"10424001";"2015-06-10";"13:33:09";"F";"252";"B";"1135";"1583";"486";"29.0";"0.283";"57.8";"1049";"0.84";"1.1";"0.839";"0.562";"0.775";"0.672";"0.429";"0.288";"1429";"2647";"0.460"
"2015-06-10 13:33:28.000";"1433968408000";"10443001";"2015-06-10";"13:33:28";"F";"253";"B";"1168";"1598";"652";"29.0";"0.269";"73.7";"1055";"0.84";"1.1";"0.792";"0.554";"0.715";"0.656";"0.441";"0.290";"1429";"2647";"0.460"
"2015-06-10 13:33:48.000";"1433968428000";"10463001";"2015-06-10";"13:33:48";"F";"254";"B";"995";"1249";"975";"29.0";"0.203";"83.1";"891";"0.84";"1.1";"0.709";"0.706";"0.635";"1.119";"0.376";"0.421";"1429";"2647";"0.460"
"2015-06-10 13:34:07.000";"1433968447000";"10482001";"2015-06-10";"13:34:07";"F";"255";"B";"852";"1011";"1302";"29.0";"0.157";"85.9";"763";"0.84";"1.1";"0.641";"0.796";"0.574";"1.618";"0.322";"0.521";"1429";"2647";"0.460"
"2015-06-10 13:34:27.000";"1433968467000";"10502001";"2015-06-10";"13:34:27";"F";"256";"B";"784";"889";"1803";"29.0";"0.118";"89.4";"691";"0.84";"1.1";"0.530";"0.837";"0.467";"1.978";"0.296";"0.586";"1429";"2647";"0.460"
"2015-06-10 13:34:47.000";"1433968487000";"10522001";"2015-06-10";"13:34:47";"F";"257";"B";"769";"832";"2632";"29.0";"0.076";"84.0";"656";"0.84";"1.1";"0.358";"0.856";"0.305";"2.181";"0.291";"0.633";"1429";"2647";"0.460"
"2015-06-10 13:34:47.001";"1433968487001";"10522002";"2015-06-10";"13:34:47";"SLCE";"";"Light Curve end ";""
"2015-06-10 13:39:03.999";"1433968743999";"10779000";"2015-06-10";"13:39:03";"SLCS";"";"Light Curve start ";""
"2015-06-10 13:39:04.000";"1433968744000";"10779001";"2015-06-10";"13:39:04";"FO";"258";"l";"408";"525";"1";"29.0";"0.223";"0.1";"-";"0.84";"1.1";"-";"-";"-";"-";"-";"-";"408";"525";"0.223"
"2015-06-10 13:39:23.000";"1433968763000";"10798001";"2015-06-10";"13:39:23";"F";"259";"B";"211";"236";"154";"29.0";"0.106";"6.9";"209";"0.84";"1.1";"0.926";"0.769";"0.917";"1.225";"0.402";"0.492";"408";"525";"0.223"
"2015-06-10 13:39:42.000";"1433968782000";"10817001";"2015-06-10";"13:39:42";"F";"260";"B";"186";"210";"335";"29.0";"0.114";"16.0";"188";"0.84";"1.1";"1.091";"0.812";"1.103";"1.500";"0.354";"0.532";"408";"525";"0.223"
"2015-06-10 13:40:02.000";"1433968802000";"10837001";"2015-06-10";"13:40:02";"F";"261";"B";"173";"191";"486";"29.0";"0.094";"19.2";"173";"0.84";"1.1";"1.000";"0.846";"1.000";"1.749";"0.330";"0.576";"408";"525";"0.223"
"2015-06-10 13:40:21.000";"1433968821000";"10856001";"2015-06-10";"13:40:21";"F";"262";"B";"165";"180";"652";"29.0";"0.083";"22.7";"164";"0.84";"1.1";"0.938";"0.863";"0.932";"1.917";"0.314";"0.603";"408";"525";"0.223"
"2015-06-10 13:40:41.000";"1433968841000";"10876001";"2015-06-10";"13:40:41";"F";"263";"B";"151";"162";"975";"29.0";"0.068";"27.8";"149";"0.84";"1.1";"0.846";"0.889";"0.835";"2.241";"0.288";"0.644";"408";"525";"0.223"
"2015-06-10 13:41:01.000";"1433968861000";"10896001";"2015-06-10";"13:41:01";"F";"264";"B";"145";"152";"1302";"29.0";"0.046";"25.2";"140";"0.84";"1.1";"0.583";"0.897";"0.563";"2.454";"0.276";"0.678";"408";"525";"0.223"
"2015-06-10 13:41:20.000";"1433968880000";"10915001";"2015-06-10";"13:41:20";"F";"265";"B";"129";"135";"1803";"29.0";"0.044";"33.3";"126";"0.84";"1.1";"0.667";"0.923";"0.651";"2.889";"0.246";"0.710";"408";"525";"0.223"
"2015-06-10 13:41:40.000";"1433968900000";"10935001";"2015-06-10";"13:41:40";"F";"266";"B";"121";"127";"2632";"29.0";"0.047";"52.0";"119";"0.84";"1.1";"0.750";"0.932";"0.738";"3.134";"0.230";"0.723";"408";"525";"0.223"
